id,user_id,visited_url,timestamp
3821,user_1,/blog/13/,2023-08-16 10:38:03.425503
3822,user_1,/blog/1/,2023-08-16 10:38:03.470507
3823,user_1,/blog/8/,2023-08-16 10:38:03.513508
3824,user_1,/blog/14/,2023-08-16 10:38:03.557506
3825,user_1,/blog/13/,2023-08-16 10:38:03.596510
3826,user_1,/blog/8/,2023-08-16 10:38:03.631508
3827,user_1,/blog/7/,2023-08-16 10:38:03.667502
3828,user_1,/blog/2/,2023-08-16 10:38:03.702502
3829,user_1,/blog/10/,2023-08-16 10:38:03.736502
3830,user_1,/blog/6/,2023-08-16 10:38:03.773501
3831,user_1,/blog/14/,2023-08-16 10:38:03.808505
3832,user_1,/blog/12/,2023-08-16 10:38:03.843501
3833,user_1,/blog/9/,2023-08-16 10:38:03.876507
3834,user_1,/blog/9/,2023-08-16 10:38:03.910501
3835,user_1,/blog/1/,2023-08-16 10:38:03.943502
3836,user_1,/blog/14/,2023-08-16 10:38:03.980504
3837,user_1,/blog/12/,2023-08-16 10:38:04.013136
3838,user_1,/blog/2/,2023-08-16 10:38:04.048118
3839,user_1,/blog/3/,2023-08-16 10:38:04.081123
3840,user_1,/blog/11/,2023-08-16 10:38:04.111117
3841,user_1,/blog/5/,2023-08-16 10:38:04.147118
3842,user_1,/blog/9/,2023-08-16 10:38:04.184120
3843,user_1,/blog/7/,2023-08-16 10:38:04.219120
3844,user_1,/blog/3/,2023-08-16 10:38:04.252118
3845,user_1,/blog/14/,2023-08-16 10:38:04.284120
3846,user_1,/blog/5/,2023-08-16 10:38:04.323116
3847,user_1,/blog/9/,2023-08-16 10:38:04.361119
3848,user_1,/blog/9/,2023-08-16 10:38:04.401119
3849,user_1,/blog/7/,2023-08-16 10:38:04.440118
3850,user_1,/blog/6/,2023-08-16 10:38:04.482117
3851,user_1,/blog/4/,2023-08-16 10:38:04.529118
3852,user_1,/blog/2/,2023-08-16 10:38:04.576115
3853,user_1,/blog/2/,2023-08-16 10:38:04.622115
3854,user_1,/blog/5/,2023-08-16 10:38:04.661122
3855,user_1,/blog/9/,2023-08-16 10:38:04.701125
3856,user_1,/blog/5/,2023-08-16 10:38:04.737120
3857,user_1,/blog/12/,2023-08-16 10:38:04.773115
3858,user_1,/blog/13/,2023-08-16 10:38:04.806123
3859,user_1,/blog/7/,2023-08-16 10:38:04.841115
3860,user_1,/blog/13/,2023-08-16 10:38:04.876121
3861,user_1,/blog/2/,2023-08-16 10:38:04.909116
3862,user_1,/blog/7/,2023-08-16 10:38:04.943120
3863,user_1,/blog/1/,2023-08-16 10:38:04.980118
3864,user_1,/blog/6/,2023-08-16 10:38:05.020118
3865,user_1,/blog/7/,2023-08-16 10:38:05.062116
3866,user_1,/blog/13/,2023-08-16 10:38:05.094120
3867,user_1,/blog/9/,2023-08-16 10:38:05.126115
3868,user_1,/blog/13/,2023-08-16 10:38:05.159116
3869,user_1,/blog/7/,2023-08-16 10:38:05.196725
3870,user_1,/blog/8/,2023-08-16 10:38:05.229731
3871,user_1,/blog/3/,2023-08-16 10:38:05.264730
3872,user_1,/blog/9/,2023-08-16 10:38:05.300728
3873,user_1,/blog/9/,2023-08-16 10:38:05.334730
3874,user_1,/blog/7/,2023-08-16 10:38:05.368730
3875,user_1,/blog/2/,2023-08-16 10:38:05.404730
3876,user_1,/blog/11/,2023-08-16 10:38:05.437725
3877,user_1,/blog/5/,2023-08-16 10:38:05.472729
3878,user_1,/blog/3/,2023-08-16 10:38:05.510733
3879,user_1,/blog/13/,2023-08-16 10:38:05.552727
3880,user_1,/blog/13/,2023-08-16 10:38:05.591726
3881,user_1,/blog/7/,2023-08-16 10:38:05.630730
3882,user_1,/blog/11/,2023-08-16 10:38:05.663730
3883,user_1,/blog/10/,2023-08-16 10:38:05.699729
3884,user_1,/blog/10/,2023-08-16 10:38:05.740728
3885,user_1,/blog/14/,2023-08-16 10:38:05.779727
3886,user_1,/blog/7/,2023-08-16 10:38:05.817734
3887,user_1,/blog/13/,2023-08-16 10:38:05.859730
3888,user_1,/blog/3/,2023-08-16 10:38:05.902726
3889,user_1,/blog/4/,2023-08-16 10:38:06.523729
3890,user_1,/blog/10/,2023-08-16 10:38:06.556730
3891,user_1,/blog/9/,2023-08-16 10:38:06.589728
3892,user_1,/blog/6/,2023-08-16 10:38:06.624726
3893,user_1,/blog/5/,2023-08-16 10:38:06.664727
3894,user_1,/blog/3/,2023-08-16 10:38:06.696733
3895,user_1,/blog/11/,2023-08-16 10:38:06.729732
3896,user_1,/blog/14/,2023-08-16 10:38:06.765727
3897,user_1,/blog/14/,2023-08-16 10:38:06.809725
3898,user_1,/blog/2/,2023-08-16 10:38:06.849726
3899,user_1,/blog/13/,2023-08-16 10:38:06.883738
3900,user_1,/blog/6/,2023-08-16 10:38:06.918727
3901,user_1,/blog/5/,2023-08-16 10:38:06.953724
3902,user_1,/blog/12/,2023-08-16 10:38:06.994728
3903,user_1,/blog/14/,2023-08-16 10:38:07.042728
3904,user_1,/blog/6/,2023-08-16 10:38:07.090731
3905,user_1,/blog/8/,2023-08-16 10:38:07.133730
3906,user_1,/blog/13/,2023-08-16 10:38:07.177729
3907,user_1,/blog/3/,2023-08-16 10:38:07.220729
3908,user_1,/blog/8/,2023-08-16 10:38:07.270542
3909,user_1,/blog/1/,2023-08-16 10:38:07.316888
3910,user_1,/blog/2/,2023-08-16 10:38:07.358878
3911,user_1,/blog/1/,2023-08-16 10:38:07.394879
3912,user_1,/blog/3/,2023-08-16 10:38:07.430884
3913,user_1,/blog/9/,2023-08-16 10:38:07.471207
3914,user_1,/blog/12/,2023-08-16 10:38:07.508214
3915,user_1,/blog/6/,2023-08-16 10:38:07.542211
3916,user_1,/blog/3/,2023-08-16 10:38:07.582218
3917,user_1,/blog/3/,2023-08-16 10:38:07.627851
3918,user_1,/blog/7/,2023-08-16 10:38:07.683850
3919,user_1,/blog/13/,2023-08-16 10:38:07.727847
3920,user_1,/blog/1/,2023-08-16 10:38:07.766853
3921,user_2,/blog/13/,2023-08-16 10:38:07.800846
3922,user_2,/blog/4/,2023-08-16 10:38:07.840852
3923,user_2,/blog/6/,2023-08-16 10:38:07.874846
3924,user_2,/blog/8/,2023-08-16 10:38:07.909844
3925,user_2,/blog/2/,2023-08-16 10:38:07.944844
3926,user_2,/blog/12/,2023-08-16 10:38:07.976844
3927,user_2,/blog/4/,2023-08-16 10:38:08.012854
3928,user_2,/blog/9/,2023-08-16 10:38:08.048395
3929,user_2,/blog/2/,2023-08-16 10:38:08.081389
3930,user_2,/blog/11/,2023-08-16 10:38:08.119393
3931,user_2,/blog/7/,2023-08-16 10:38:08.161390
3932,user_2,/blog/12/,2023-08-16 10:38:08.200316
3933,user_2,/blog/2/,2023-08-16 10:38:08.237317
3934,user_2,/blog/8/,2023-08-16 10:38:08.272318
3935,user_2,/blog/1/,2023-08-16 10:38:08.308317
3936,user_2,/blog/9/,2023-08-16 10:38:08.354314
3937,user_2,/blog/12/,2023-08-16 10:38:08.396318
3938,user_2,/blog/1/,2023-08-16 10:38:08.437440
3939,user_2,/blog/14/,2023-08-16 10:38:08.480447
3940,user_2,/blog/7/,2023-08-16 10:38:08.521442
3941,user_2,/blog/2/,2023-08-16 10:38:08.563446
3942,user_2,/blog/8/,2023-08-16 10:38:08.607883
3943,user_2,/blog/13/,2023-08-16 10:38:08.655889
3944,user_2,/blog/1/,2023-08-16 10:38:08.699888
3945,user_2,/blog/6/,2023-08-16 10:38:08.740881
3946,user_2,/blog/10/,2023-08-16 10:38:08.781883
3947,user_2,/blog/11/,2023-08-16 10:38:08.820884
3948,user_2,/blog/5/,2023-08-16 10:38:08.858704
3949,user_2,/blog/5/,2023-08-16 10:38:08.897708
3950,user_2,/blog/4/,2023-08-16 10:38:08.937705
3951,user_2,/blog/4/,2023-08-16 10:38:08.977053
3952,user_2,/blog/10/,2023-08-16 10:38:09.013057
3953,user_2,/blog/2/,2023-08-16 10:38:09.054051
3954,user_2,/blog/13/,2023-08-16 10:38:09.092054
3955,user_2,/blog/14/,2023-08-16 10:38:09.132050
3956,user_2,/blog/11/,2023-08-16 10:38:09.176052
3957,user_2,/blog/6/,2023-08-16 10:38:09.220052
3958,user_2,/blog/13/,2023-08-16 10:38:09.260740
3959,user_2,/blog/12/,2023-08-16 10:38:09.296092
3960,user_2,/blog/1/,2023-08-16 10:38:09.332661
3961,user_2,/blog/6/,2023-08-16 10:38:09.371662
3962,user_2,/blog/10/,2023-08-16 10:38:09.412338
3963,user_2,/blog/7/,2023-08-16 10:38:09.452340
3964,user_2,/blog/5/,2023-08-16 10:38:09.490352
3965,user_2,/blog/7/,2023-08-16 10:38:09.532336
3966,user_2,/blog/2/,2023-08-16 10:38:09.573340
3967,user_2,/blog/4/,2023-08-16 10:38:09.612337
3968,user_2,/blog/8/,2023-08-16 10:38:09.653338
3969,user_2,/blog/10/,2023-08-16 10:38:09.696344
3970,user_2,/blog/13/,2023-08-16 10:38:09.738339
3971,user_2,/blog/6/,2023-08-16 10:38:09.781338
3972,user_2,/blog/9/,2023-08-16 10:38:09.822339
3973,user_2,/blog/12/,2023-08-16 10:38:09.864339
3974,user_2,/blog/2/,2023-08-16 10:38:09.915707
3975,user_2,/blog/7/,2023-08-16 10:38:09.963702
3976,user_2,/blog/4/,2023-08-16 10:38:10.009697
3977,user_2,/blog/6/,2023-08-16 10:38:10.060695
3978,user_2,/blog/4/,2023-08-16 10:38:10.105695
3979,user_2,/blog/12/,2023-08-16 10:38:10.149700
3980,user_2,/blog/5/,2023-08-16 10:38:10.227698
3981,user_2,/blog/5/,2023-08-16 10:38:10.282700
3982,user_2,/blog/3/,2023-08-16 10:38:10.334703
3983,user_2,/blog/7/,2023-08-16 10:38:10.383700
3984,user_2,/blog/10/,2023-08-16 10:38:10.441693
